gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,label_name,water level
349,81.1,0,288.4,92.6,18.8,-2.22,OVERHEAT,150
324,89.9,0,292,91.5,3.6,-1.12,OVERHEAT,67
379,95.1,0,316.6,91.3,24.6,-0.18,OVERHEAT,81
261,91.2,0,317.2,91.3,0.6,-0.04,OVERHEAT,103
273,100.1,0,317.2,91.5,0,0.22,OVERHEAT,105
273,88,0,302,92.9,-15.2,1.38,OVERHEAT,83
353,101.5,0,307.8,95.2,5.8,2.32,OVERHEAT,60
411,84.4,0,314.2,93,6.4,-2.14,OVERHEAT,112
381,96.7,0,338.2,94.1,24,1.1,OVERHEAT,102
503,95.6,0,384.2,93.2,46,-0.9,OVERHEAT,114
370,96.2,0,403.6,94.9,19.4,1.64,OVERHEAT,132
282,90.4,0,389.4,92.7,-14.2,-2.22,OVERHEAT,50
113,88.6,0,329.8,93.5,-59.6,0.84,OVERHEAT,138
283,87.1,0,310.2,91.6,-19.6,-1.92,OVERHEAT,71
332,84,0,276,89.3,-34.2,-2.32,OVERHEAT,76
258,87.2,0,253.6,87.5,-22.4,-1.8,OVERHEAT,50
289,95.2,0,255,88.4,1.4,0.96,OVERHEAT,150
302,87.7,0,292.8,88.2,37.8,-0.18,OVERHEAT,67
280,86.2,0,292.2,88.1,-0.6,-0.18,OVERHEAT,78
361,83.5,0,298,88,5.8,-0.1,OVERHEAT,115
283,93.4,0,303,89.2,5,1.24,OVERHEAT,90
380,90.1,0,321.2,88.2,18.2,-1.02,OVERHEAT,130
329,86.2,0,326.6,87.9,5.4,-0.3,OVERHEAT,96
332,89.4,0,337,88.5,10.4,0.64,OVERHEAT,115
295,96.9,0,323.8,91.2,-13.2,2.68,OVERHEAT,81
342,98.5,0,335.6,92.2,11.8,1.02,OVERHEAT,62
298,92.4,0,319.2,92.7,-16.4,0.46,OVERHEAT,68
263,99.1,0,306,95.3,-13.2,2.58,OVERHEAT,91
500,96.7,0,339.6,96.7,33.6,1.46,OVERHEAT,50
417,95,0,364,96.3,24.4,-0.38,OVERHEAT,62
259,86.1,0,347.4,93.9,-16.6,-2.48,OVERHEAT,106
50,90.4,0,297.8,93.5,-49.6,-0.4,OVERHEAT,54
369,91.9,0,319,92,21.2,-1.44,OVERHEAT,94
286,89.6,0,276.2,90.6,-42.8,-1.42,OVERHEAT,114
337,99.2,0,260.2,91.4,-16,0.84,OVERHEAT,61
134,104.3,0,235.2,95.1,-25,3.64,OVERHEAT,70
252,78.5,0,275.6,92.7,40.4,-2.38,OVERHEAT,83
259,96.6,0,253.6,93.6,-22,0.94,OVERHEAT,69
154,91.7,0,227.2,94.1,-26.4,0.42,OVERHEAT,103
281,80.6,0,216,90.3,-11.2,-3.72,OVERHEAT,66
318,88.9,0,252.8,87.3,36.8,-3.08,OVERHEAT,118
216,77.8,0,245.6,87.1,-7.2,-0.14,OVERHEAT,84
461,89,0,286,85.6,40.4,-1.52,OVERHEAT,120
384,91.7,0,332,85.6,46,0,OVERHEAT,97
277,92.2,0,331.2,87.9,-0.8,2.32,OVERHEAT,103
419,87.4,0,351.4,87.6,20.2,-0.3,OVERHEAT,128
212,90.1,0,350.6,90.1,-0.8,2.46,OVERHEAT,85
336,87.4,0,325.6,89.8,-25,-0.32,OVERHEAT,99
253,85.8,0,299.4,88.6,-26.2,-1.18,OVERHEAT,77
356,92.2,0,315.2,88.6,15.8,0,OVERHEAT,112
317,81.7,0,294.8,87.4,-20.4,-1.14,OVERHEAT,115
300,98.8,0,312.4,89.2,17.6,1.74,OVERHEAT,61
305,90.4,0,306.2,89.8,-6.2,0.6,OVERHEAT,83
211,92.6,0,297.8,91.1,-8.4,1.36,OVERHEAT,57
301,91.8,0,286.8,91.1,-11,-0.08,OVERHEAT,115
250,95.3,0,273.4,93.8,-13.4,2.72,OVERHEAT,64
255,95.8,0,264.4,93.2,-9,-0.6,OVERHEAT,54
385,88.9,0,280.4,92.9,16,-0.3,OVERHEAT,128
461,97.5,0,330.4,93.9,50,0.98,OVERHEAT,99
181,96,0,306.4,94.7,-24,0.84,OVERHEAT,78
197,90,0,295.8,93.6,-10.6,-1.06,OVERHEAT,85
426,81.6,0,330,90.8,34.2,-2.84,OVERHEAT,84
318,85.8,0,316.6,90.2,-13.4,-0.62,OVERHEAT,143
409,91.3,0,306.2,88.9,-10.4,-1.24,OVERHEAT,142
216,92.2,0,313.2,88.2,7,-0.76,OVERHEAT,78
220,83.7,0,317.8,86.9,4.6,-1.26,OVERHEAT,126
349,99.9,0,302.4,90.6,-15.4,3.66,OVERHEAT,70
152,99.5,0,269.2,93.3,-33.2,2.74,OVERHEAT,101
281,102,0,243.6,95.5,-25.6,2.14,OVERHEAT,58
244,84.5,0,249.2,93.9,5.6,-1.54,OVERHEAT,78
329,83.6,0,271,93.9,21.8,-0.02,OVERHEAT,116
298,83.8,0,260.8,90.7,-10.2,-3.22,OVERHEAT,125
369,92.2,0,304.2,89.2,43.4,-1.46,OVERHEAT,77
293,86.6,0,306.6,86.1,2.4,-3.08,OVERHEAT,78
387,88.9,0,335.2,87,28.6,0.88,OVERHEAT,56
308,87.1,0,331,87.7,-4.2,0.7,OVERHEAT,64
217,90.4,0,314.8,89,-16.2,1.32,OVERHEAT,111
313,95.1,0,303.6,89.6,-11.2,0.58,OVERHEAT,139
384,82.4,0,321.8,88.8,18.2,-0.84,OVERHEAT,57
259,90.2,0,296.2,89,-25.6,0.26,OVERHEAT,138
334,96.1,0,301.4,90.8,5.2,1.8,OVERHEAT,133
383,95.8,0,334.6,91.9,33.2,1.08,OVERHEAT,66
397,100.4,0,351.4,93,16.8,1.06,OVERHEAT,80
487,87.6,0,372,94,20.6,1.04,OVERHEAT,53
364,93.8,0,393,94.7,21,0.72,OVERHEAT,119
364,92.5,0,399,94,6,-0.72,OVERHEAT,132
362,100.3,0,394.8,94.9,-4.2,0.9,OVERHEAT,83
353,92,0,386,93.2,-8.8,-1.68,OVERHEAT,69
255,85,0,339.6,92.7,-46.4,-0.52,OVERHEAT,112
409,85.5,0,348.6,91.1,9,-1.66,OVERHEAT,111
437,91.4,0,363.2,90.8,14.6,-0.22,OVERHEAT,83
285,85.2,0,347.8,87.8,-15.4,-3.02,OVERHEAT,75
359,105.5,0,349,90.5,1.2,2.7,OVERHEAT,119
276,94.2,0,353.2,92.4,4.2,1.84,OVERHEAT,116
475,91.8,0,366.4,93.6,13.2,1.26,OVERHEAT,56
482,97.8,0,375.4,94.9,9,1.28,OVERHEAT,57
177,80.6,0,353.8,94,-21.6,-0.92,OVERHEAT,136
374,99.7,0,356.8,92.8,3,-1.16,OVERHEAT,114
270,94.2,0,355.6,92.8,-1.2,0,OVERHEAT,96
340,90.2,0,328.6,92.5,-27,-0.32,OVERHEAT,132
324,83.5,0,297,89.6,-31.6,-2.86,OVERHEAT,93
182,88.2,0,298,91.2,1,1.52,OVERHEAT,143
355,92.5,0,294.2,89.7,-3.8,-1.44,OVERHEAT,134
238,86.1,0,287.8,88.1,-6.4,-1.62,OVERHEAT,87
122,87.1,0,244.2,87.5,-43.6,-0.62,OVERHEAT,111
471,87.2,0,273.6,88.2,29.4,0.74,OVERHEAT,90
333,82,0,303.8,87,30.2,-1.24,OVERHEAT,57
204,87.5,0,273.6,86,-30.2,-1,OVERHEAT,65
333,82.9,0,292.6,85.3,19,-0.64,OVERHEAT,84
315,93,0,331.2,86.5,38.6,1.18,OVERHEAT,110
350,94.8,0,307,88,-24.2,1.52,OVERHEAT,146
315,82.1,0,303.4,88.1,-3.6,0.02,OVERHEAT,143
261,89,0,314.8,88.4,11.4,0.3,OVERHEAT,110
219,91,0,292,90,-22.8,1.62,OVERHEAT,70
205,86.3,0,270,88.6,-22,-1.34,OVERHEAT,119
341,86.2,0,268.2,86.9,-1.8,-1.72,OVERHEAT,105
394,91.7,0,284,88.8,15.8,1.92,OVERHEAT,101
333,92.8,0,298.4,89.6,14.4,0.76,OVERHEAT,92
386,94.9,0,331.8,90.4,33.4,0.78,OVERHEAT,117
254,95,0,341.6,92.1,9.8,1.74,OVERHEAT,97
397,81,0,352.8,91.1,11.2,-1.04,OVERHEAT,83
267,98.6,0,327.4,92.5,-25.4,1.38,OVERHEAT,96
339,86.7,0,328.6,91.2,1.2,-1.22,OVERHEAT,52
373,91.9,0,326,90.6,-2.6,-0.6,OVERHEAT,143
391,82.8,0,353.4,88.2,27.4,-2.44,OVERHEAT,111
308,87,0,335.6,89.4,-17.8,1.2,OVERHEAT,107
497,86.5,0,381.6,87,46,-2.42,OVERHEAT,109
341,87.3,0,382,87.1,0.4,0.12,OVERHEAT,113
481,98.1,0,403.6,88.3,21.6,1.24,OVERHEAT,84
505,81.6,0,426.4,88.1,22.8,-0.24,OVERHEAT,114
398,76,0,444.4,85.9,18,-2.2,OVERHEAT,51
399,89.8,0,424.8,86.6,-19.6,0.66,OVERHEAT,92
465,87.4,0,449.6,86.6,24.8,0.02,OVERHEAT,150
332,91.2,0,419.8,85.2,-29.8,-1.38,OVERHEAT,75
315,87.5,0,381.8,86.4,-38,1.18,OVERHEAT,101
371,84.2,0,376.4,88,-5.4,1.64,OVERHEAT,123
411,86.3,0,378.8,87.3,2.4,-0.7,OVERHEAT,150
299,86.5,0,345.6,87.1,-33.2,-0.18,OVERHEAT,94
392,90.2,0,357.6,86.9,12,-0.2,OVERHEAT,123
377,94.9,0,370,88.4,12.4,1.48,OVERHEAT,104
354,84.5,0,366.6,88.5,-3.4,0.06,OVERHEAT,51
432,76,0,370.8,86.4,4.2,-2.06,OVERHEAT,108
161,89.8,0,343.2,87.1,-27.6,0.66,OVERHEAT,125
366,97.1,0,338,88.5,-5.2,1.38,OVERHEAT,136
438,85.3,0,350.2,86.5,12.2,-1.92,OVERHEAT,51
251,83.3,0,329.6,86.3,-20.6,-0.24,OVERHEAT,95
236,91.1,0,290.4,89.3,-39.2,3.02,OVERHEAT,132
352,92.2,0,328.6,89.8,38.2,0.48,OVERHEAT,77
391,83.6,0,333.6,87.1,5,-2.7,OVERHEAT,124
466,76,0,339.2,85.2,5.6,-1.86,OVERHEAT,120
326,98.2,0,354.2,88.2,15,2.98,OVERHEAT,85
182,77.6,0,343.4,85.5,-10.8,-2.7,OVERHEAT,145
358,90.8,0,344.6,85.2,1.2,-0.28,OVERHEAT,72
255,92.2,0,317.4,87,-27.2,1.72,OVERHEAT,80
278,96.1,0,279.8,91,-37.6,4.02,OVERHEAT,81
338,87.3,0,282.2,88.8,2.4,-2.18,OVERHEAT,53
454,93.7,0,336.6,92,54.4,3.22,OVERHEAT,73
277,92.5,0,320.4,92.4,-16.2,0.34,OVERHEAT,109
351,87.6,0,339.6,91.4,19.2,-0.92,OVERHEAT,114
365,99.2,0,357,92.1,17.4,0.62,OVERHEAT,73
258,103.8,0,341,95.4,-16,3.3,OVERHEAT,70
149,93.7,0,280,95.4,-61,0,OVERHEAT,125
415,89.3,0,307.6,94.7,27.6,-0.64,OVERHEAT,127
267,94.3,0,290.8,96.1,-16.8,1.34,OVERHEAT,67
404,88.4,0,298.6,93.9,7.8,-2.16,OVERHEAT,53
442,96.2,0,335.4,92.4,36.8,-1.52,OVERHEAT,81
392,79.8,0,384,89.6,48.6,-2.78,OVERHEAT,114
531,96.7,0,407.2,91.1,23.2,1.48,OVERHEAT,148
398,85.5,0,433.4,89.3,26.2,-1.76,OVERHEAT,138
201,88.4,0,392.8,89.3,-40.6,0,OVERHEAT,80
293,98.6,0,363,89.8,-29.8,0.48,OVERHEAT,60
337,89.8,0,352,91.8,-11,2,OVERHEAT,53
444,102.4,0,334.6,92.9,-17.4,1.14,OVERHEAT,83
152,102.6,0,285.4,96.4,-49.2,3.42,OVERHEAT,57
219,100,0,289,98.7,3.6,2.32,OVERHEAT,146
342,88.9,0,298.8,96.7,9.8,-1.94,OVERHEAT,138
457,93.5,0,322.8,97.5,24,0.74,OVERHEAT,87
163,101.3,0,266.6,97.3,-56.2,-0.22,OVERHEAT,131
243,102.2,0,284.8,97.2,18.2,-0.08,OVERHEAT,139
345,90,0,310,95.2,25.2,-2,OVERHEAT,55
230,85.6,0,287.6,94.5,-22.4,-0.66,OVERHEAT,69
449,98.1,0,286,95.4,-1.6,0.92,OVERHEAT,76
370,94.1,0,327.4,94,41.4,-1.44,OVERHEAT,62
287,85.7,0,336.2,90.7,8.8,-3.3,OVERHEAT,84
417,97.3,0,350.6,92.2,14.4,1.46,OVERHEAT,100
218,103,0,348.2,95.6,-2.4,3.48,OVERHEAT,101
540,93.6,0,366.4,94.7,18.2,-0.9,OVERHEAT,61
345,91.8,0,361.4,94.3,-5,-0.46,OVERHEAT,90
251,106.3,0,354.2,98.4,-7.2,4.12,OVERHEAT,95
456,95.5,0,362,98,7.8,-0.36,OVERHEAT,120
339,104.9,0,386.2,98.4,24.2,0.38,OVERHEAT,60
326,94.6,0,343.4,98.6,-42.8,0.2,OVERHEAT,126
254,89.5,0,325.2,98.2,-18.2,-0.46,OVERHEAT,128
350,96,0,345,96.1,19.8,-2.06,OVERHEAT,81
247,94.1,0,303.2,95.8,-41.8,-0.28,OVERHEAT,123
352,92.7,0,305.8,93.4,2.6,-2.44,OVERHEAT,113
361,100.4,0,312.8,94.5,7,1.16,OVERHEAT,116
295,93.7,0,321,95.4,8.2,0.84,OVERHEAT,76
391,99.3,0,329.2,96,8.2,0.66,OVERHEAT,132
347,92.2,0,349.2,95.7,20,-0.38,OVERHEAT,130
448,87.5,0,368.4,94.6,19.2,-1.04,OVERHEAT,96
320,110,0,360.2,96.5,-8.2,1.92,OVERHEAT,101
509,103.1,0,403,98.4,42.8,1.88,OVERHEAT,80
401,100.9,0,405,98.7,2,0.32,OVERHEAT,148
151,88.5,0,365.8,98,-39.2,-0.74,OVERHEAT,131
182,94.4,0,312.6,99.4,-53.2,1.38,OVERHEAT,145
404,89.2,0,329.4,95.2,16.8,-4.16,OVERHEAT,129
435,85.7,0,314.6,91.7,-14.8,-3.48,OVERHEAT,77
201,82.9,0,274.6,88.1,-40,-3.6,OVERHEAT,101
249,91.8,0,294.2,88.8,19.6,0.66,OVERHEAT,92
343,87.4,0,326.4,87.4,32.2,-1.4,OVERHEAT,115
258,87.8,0,297.2,87.1,-29.2,-0.28,OVERHEAT,71
240,90.8,0,258.2,88.1,-39,1.02,OVERHEAT,72
188,90.4,0,255.6,89.6,-2.6,1.5,OVERHEAT,100
306,97.2,0,267,90.7,11.4,1.08,OVERHEAT,51
313,91.4,0,261,91.5,-6,0.8,OVERHEAT,86
460,94.5,0,301.4,92.9,40.4,1.34,OVERHEAT,95
351,101.6,0,323.6,95,22.2,2.16,OVERHEAT,92
172,85.8,0,320.4,94.1,-3.2,-0.92,OVERHEAT,72
498,101.7,0,358.8,95,38.4,0.9,OVERHEAT,97
423,96,0,380.8,95.9,22,0.92,OVERHEAT,134
304,91.4,0,349.6,95.3,-31.2,-0.62,OVERHEAT,149
234,92.1,0,326.2,93.4,-23.4,-1.9,OVERHEAT,117
208,92.5,0,333.4,94.7,7.2,1.34,OVERHEAT,100
377,92.2,0,309.2,92.8,-24.2,-1.9,OVERHEAT,120
395,90.6,0,303.6,91.8,-5.6,-1.08,OVERHEAT,149
183,89.8,0,279.4,91.4,-24.2,-0.32,OVERHEAT,85
254,86.1,0,283.4,90.2,4,-1.2,OVERHEAT,94
266,96.1,0,295,91,11.6,0.72,OVERHEAT,82
245,98.7,0,268.6,92.3,-26.4,1.3,OVERHEAT,109
338,98.9,0,257.2,93.9,-11.4,1.66,OVERHEAT,63
339,94.5,0,288.4,94.9,31.2,0.94,OVERHEAT,132
259,94.7,0,289.4,96.6,1,1.72,OVERHEAT,135
411,92.4,0,318.4,95.8,29,-0.74,OVERHEAT,86
141,88.2,0,297.6,93.7,-20.8,-2.1,OVERHEAT,122
373,94.8,0,304.6,92.9,7,-0.82,OVERHEAT,105
390,91.5,0,314.8,92.3,10.2,-0.6,OVERHEAT,126
401,94,0,343.2,92.2,28.4,-0.14,OVERHEAT,102
430,80.7,0,347,89.8,3.8,-2.34,OVERHEAT,78
336,83.2,0,386,88.8,39,-1,OVERHEAT,150
500,87.1,0,411.4,87.3,25.4,-1.54,OVERHEAT,141
412,93.1,0,415.8,87.6,4.4,0.32,OVERHEAT,116
504,94,0,436.4,87.6,20.6,0,OVERHEAT,105
152,99.7,0,380.8,91.4,-55.6,3.8,OVERHEAT,123
306,96.9,0,374.8,94.2,-6,2.74,OVERHEAT,79
309,98,0,336.6,96.3,-38.2,2.18,OVERHEAT,80
292,89.2,0,312.6,95.6,-24,-0.78,OVERHEAT,83
372,87,0,286.2,94.2,-26.4,-1.4,OVERHEAT,74
223,105.4,0,300.4,95.3,14.2,1.14,OVERHEAT,150
373,91.4,0,313.8,94.2,13.4,-1.1,OVERHEAT,95
317,91.2,0,315.4,92.8,1.6,-1.36,OVERHEAT,138
449,86,0,346.8,92.2,31.4,-0.64,OVERHEAT,101
208,93.3,0,314,93.5,-32.8,1.26,OVERHEAT,50
392,91.1,0,347.8,90.6,33.8,-2.86,OVERHEAT,84
431,85.2,0,359.4,89.4,11.6,-1.24,OVERHEAT,94
339,92.8,0,363.8,89.7,4.4,0.32,OVERHEAT,55
434,101.9,0,360.8,92.9,-3,3.18,OVERHEAT,66
275,89.1,0,374.2,92,13.4,-0.84,OVERHEAT,58
278,90.7,0,351.4,91.9,-22.8,-0.08,OVERHEAT,137
379,82.6,0,341,91.4,-10.4,-0.52,OVERHEAT,59
403,81,0,353.8,89.1,12.8,-2.36,OVERHEAT,108
340,85.6,0,335,85.8,-18.8,-3.26,OVERHEAT,108
380,84,0,356,84.8,21,-1.02,OVERHEAT,66
406,90,0,381.6,84.6,25.6,-0.14,OVERHEAT,126
341,93.6,0,374,86.8,-7.6,2.2,OVERHEAT,89
373,92.5,0,368,89.1,-6,2.3,OVERHEAT,148
364,82.1,0,372.8,88.4,4.8,-0.7,OVERHEAT,79
291,91.2,0,355,89.9,-17.8,1.44,OVERHEAT,147
402,86,0,354.2,89.1,-0.8,-0.8,OVERHEAT,107
337,89.1,0,353.4,88.2,-0.8,-0.9,OVERHEAT,117
200,95,0,318.8,88.7,-34.6,0.5,OVERHEAT,126
306,83.8,0,307.2,89,-11.6,0.34,OVERHEAT,67
373,91.9,0,323.6,89.2,16.4,0.14,OVERHEAT,131
215,97.1,0,286.2,91.4,-37.4,2.22,OVERHEAT,79
308,94.6,0,280.4,92.5,-5.8,1.1,OVERHEAT,98
327,97.8,0,305.8,93,25.4,0.56,OVERHEAT,56
368,86.5,0,318.2,93.6,12.4,0.54,OVERHEAT,108
322,85.7,0,308,92.3,-10.2,-1.24,OVERHEAT,65
311,91.3,0,327.2,91.2,19.2,-1.16,OVERHEAT,118
326,87.8,0,330.8,89.8,3.6,-1.36,OVERHEAT,112
417,91.1,0,348.8,88.5,18,-1.34,OVERHEAT,87
183,88.9,0,311.8,89,-37,0.48,OVERHEAT,140
246,91.3,0,296.6,90.1,-15.2,1.12,OVERHEAT,103
344,83.5,0,303.2,88.5,6.6,-1.56,OVERHEAT,105
203,95.8,0,278.6,90.1,-24.6,1.6,OVERHEAT,93
310,80.9,0,257.2,88.1,-21.4,-2.04,OVERHEAT,137
312,89.7,0,283,88.2,25.8,0.16,OVERHEAT,146
540,93.4,0,341.8,88.7,58.8,0.42,OVERHEAT,141
272,89.3,0,327.4,89.8,-14.4,1.16,OVERHEAT,80
299,88.3,0,346.6,88.3,19.2,-1.5,OVERHEAT,65
481,84.2,0,380.8,89,34.2,0.66,OVERHEAT,101
463,88.1,0,411,88.7,30.2,-0.32,OVERHEAT,126
260,87,0,355,87.4,-56,-1.28,OVERHEAT,145
98,96,0,320.2,88.7,-34.8,1.34,OVERHEAT,70
347,91.6,0,329.8,89.4,9.6,0.66,OVERHEAT,58
186,86.2,0,270.8,89.8,-59,0.4,OVERHEAT,98
236,90.5,0,225.4,90.3,-45.4,0.48,OVERHEAT,119
396,88,0,252.6,90.5,27.2,0.2,OVERHEAT,57
310,90.7,0,295,89.4,42.4,-1.06,OVERHEAT,94
382,94.7,0,302,90,7,0.62,OVERHEAT,117
360,87.4,0,336.8,90.3,34.8,0.24,OVERHEAT,64
332,88.5,0,356,89.9,19.2,-0.4,OVERHEAT,131
447,92.3,0,366.2,90.7,10.2,0.86,OVERHEAT,142
341,94.2,0,372.4,91.4,6.2,0.7,OVERHEAT,75
291,99.7,0,354.2,92.4,-18.2,1,OVERHEAT,142
179,88,0,318,92.5,-36.2,0.12,OVERHEAT,104
329,100.1,0,317.4,94.9,-0.6,2.32,OVERHEAT,128
201,96.2,0,268.2,95.6,-49.2,0.78,OVERHEAT,77
418,89.8,0,283.6,94.8,15.4,-0.88,OVERHEAT,95
245,97.5,0,274.4,94.3,-9.2,-0.44,OVERHEAT,145
328,99.9,0,304.2,96.7,29.8,2.38,OVERHEAT,88
286,85.4,0,295.6,93.8,-8.6,-2.94,OVERHEAT,77
331,97.5,0,321.6,94,26,0.26,OVERHEAT,72
273,93.5,0,292.6,94.8,-29,0.74,OVERHEAT,70
329,85.7,0,309.4,92.4,16.8,-2.36,OVERHEAT,52
448,85.2,0,333.4,89.5,24,-2.94,OVERHEAT,126
408,96.4,0,357.8,91.7,24.4,2.2,OVERHEAT,95
463,88.4,0,384.2,89.8,26.4,-1.82,OVERHEAT,142
292,83.2,0,388,87.8,3.8,-2.06,OVERHEAT,95
251,95.7,0,372.4,89.8,-15.6,2,OVERHEAT,147
246,98.2,0,332,92.4,-40.4,2.6,OVERHEAT,68
327,89.9,0,315.8,91.1,-16.2,-1.3,OVERHEAT,93
228,99.6,0,268.8,93.3,-47,2.24,OVERHEAT,74
263,94.5,0,263,95.6,-5.8,2.26,OVERHEAT,134
437,86.9,0,300.2,93.8,37.2,-1.76,OVERHEAT,140
432,94,0,337.4,93,37.2,-0.84,OVERHEAT,80
456,100,0,363.2,95,25.8,2.02,OVERHEAT,139
385,95.6,0,394.6,94.2,31.4,-0.8,OVERHEAT,131
421,97.1,0,426.2,94.7,31.6,0.52,OVERHEAT,110
245,103.7,0,387.8,98.1,-38.4,3.36,OVERHEAT,145
266,96.3,0,354.6,98.5,-33.2,0.46,OVERHEAT,66
251,88.9,0,313.6,96.3,-41,-2.22,OVERHEAT,59
204,81.7,0,277.4,93.5,-36.2,-2.78,OVERHEAT,137
481,95.4,0,289.4,93.2,12,-0.34,OVERHEAT,130
353,86.4,0,311,89.7,21.6,-3.46,OVERHEAT,64
373,89.1,0,332.4,88.3,21.4,-1.44,OVERHEAT,81
233,87.4,0,328.8,88,-3.6,-0.3,OVERHEAT,58
343,94.8,0,356.6,90.6,27.8,2.62,OVERHEAT,146
274,92.6,0,315.2,90.1,-41.4,-0.56,OVERHEAT,147
350,94.2,0,314.6,91.6,-0.6,1.56,OVERHEAT,86
409,94.8,0,321.8,92.8,7.2,1.14,OVERHEAT,142
349,88.7,0,345,93,23.2,0.26,OVERHEAT,78
322,96.1,0,340.8,93.3,-4.2,0.26,OVERHEAT,119
319,86.8,0,349.8,92.1,9,-1.16,OVERHEAT,72
393,94.9,0,358.4,92.3,8.6,0.14,OVERHEAT,83
374,90.4,0,351.4,91.4,-7,-0.88,OVERHEAT,69
451,88,0,371.8,91.2,20.4,-0.14,OVERHEAT,86
329,97.4,0,373.2,91.5,1.4,0.26,OVERHEAT,140
262,110,0,361.8,96.1,-11.4,4.64,OVERHEAT,148
372,93.8,0,357.6,95.9,-4.2,-0.22,OVERHEAT,96
343,101.8,0,351.4,98.2,-6.2,2.28,OVERHEAT,60
269,99.1,0,315,100.4,-36.4,2.22,OVERHEAT,68
290,91.6,0,307.2,99.3,-7.8,-1.16,OVERHEAT,134
320,96.5,0,318.8,96.6,11.6,-2.7,OVERHEAT,59
308,91.1,0,306,96,-12.8,-0.54,OVERHEAT,89
486,96.1,0,334.6,94.9,28.6,-1.14,OVERHEAT,73
244,93.7,0,329.6,93.8,-5,-1.08,OVERHEAT,119
447,88.7,0,361,93.2,31.4,-0.58,OVERHEAT,143
337,95.2,0,364.4,93,3.4,-0.26,OVERHEAT,149
507,93.9,0,404.2,93.5,39.8,0.56,OVERHEAT,89
181,86.5,0,343.2,91.6,-61,-1.92,OVERHEAT,86
454,88.9,0,385.2,90.6,42,-0.96,OVERHEAT,112
290,92.6,0,353.8,91.4,-31.4,0.78,OVERHEAT,82
382,93.2,0,362.8,91,9,-0.4,OVERHEAT,118
375,101.8,0,336.4,92.6,-26.4,1.58,OVERHEAT,78
297,85.5,0,359.6,92.4,23.2,-0.2,OVERHEAT,142
299,98.1,0,328.6,94.2,-31,1.84,OVERHEAT,140
402,99.1,0,351,95.5,22.4,1.3,OVERHEAT,139
341,97.6,0,342.8,96.4,-8.2,0.88,OVERHEAT,57
226,84.3,0,313,92.9,-29.8,-3.5,OVERHEAT,52
319,101.8,0,317.4,96.2,4.4,3.26,OVERHEAT,89
370,96,0,331.6,95.8,14.2,-0.42,OVERHEAT,52
271,102,0,305.4,96.3,-26.2,0.58,OVERHEAT,103
332,95.8,0,303.6,96,-1.8,-0.36,OVERHEAT,141
194,90.8,0,297.2,97.3,-6.4,1.3,OVERHEAT,150
296,98.7,0,292.6,96.7,-4.6,-0.62,OVERHEAT,81
240,93.3,0,266.6,96.1,-26,-0.54,OVERHEAT,97
195,97.6,0,251.4,95.2,-15.2,-0.88,OVERHEAT,135
305,92.3,0,246,94.5,-5.4,-0.7,OVERHEAT,54
278,93.2,0,262.8,95,16.8,0.48,OVERHEAT,88
338,94.4,0,271.2,94.2,8.4,-0.86,OVERHEAT,146
374,99.6,0,298,95.4,26.8,1.26,OVERHEAT,53
244,102.3,0,307.8,96.4,9.8,0.94,OVERHEAT,70
172,92.1,0,281.2,96.3,-26.6,-0.04,OVERHEAT,83
430,90.7,0,311.6,95.8,30.4,-0.5,OVERHEAT,140
361,98.8,0,316.2,96.7,4.6,0.88,OVERHEAT,127
365,93.8,0,314.4,95.5,-1.8,-1.16,OVERHEAT,142
365,83.1,0,338.6,91.7,24.2,-3.84,OVERHEAT,126
267,85.6,0,357.6,90.4,19,-1.3,OVERHEAT,102
90,92.8,0,289.6,90.8,-68,0.42,OVERHEAT,120
279,86.1,0,273.2,88.3,-16.4,-2.54,OVERHEAT,74
252,90.9,0,250.6,87.7,-22.6,-0.58,OVERHEAT,69
211,96.5,0,219.8,90.4,-30.8,2.68,OVERHEAT,88
418,94.5,0,250,92.2,30.2,1.78,OVERHEAT,51
254,108.9,0,282.8,95.4,32.8,3.22,OVERHEAT,98
355,104.7,0,298,99.1,15.2,3.72,OVERHEAT,54
280,100.1,0,303.6,100.9,5.6,1.84,OVERHEAT,95
423,97.9,0,346,101.2,42.4,0.28,OVERHEAT,101
308,93.3,0,324,101,-22,-0.24,OVERHEAT,145
254,98.7,0,324,98.9,0,-2.04,OVERHEAT,94
435,93,0,340,96.6,16,-2.34,OVERHEAT,129
417,102.1,0,367.4,97,27.4,0.4,OVERHEAT,85
532,97.6,0,389.2,96.9,21.8,-0.06,OVERHEAT,56
289,86.3,0,385.4,95.5,-3.8,-1.4,OVERHEAT,125
316,97.4,0,397.8,95.3,12.4,-0.26,OVERHEAT,65
250,87.6,0,360.8,94.2,-37,-1.08,OVERHEAT,81
351,92,0,347.6,92.2,-13.2,-2.02,OVERHEAT,78
340,96.9,0,309.2,92,-38.4,-0.14,OVERHEAT,116
203,102.8,0,292,95.3,-17.2,3.3,OVERHEAT,85
352,87.2,0,299.2,93.3,7.2,-2.04,OVERHEAT,100
375,94.5,0,324.2,94.7,25,1.38,OVERHEAT,107
199,93.4,0,293.8,95,-30.4,0.28,OVERHEAT,83
356,95.5,0,297,94.7,3.2,-0.28,OVERHEAT,54
400,102.9,0,336.4,94.7,39.4,0.02,OVERHEAT,115
