t_ms,gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,ml_state,final_state,alarm,suppression,label,label_name
2106000,363,96.8,0,343.4,86.7,-1,1,2,2,1,0,2,OVERHEAT
2107000,332,76,0,353,84.9,9.6,-1.72,2,2,1,0,2,OVERHEAT
2108000,390,89.6,0,387.8,85.6,34.8,0.68,2,2,1,0,2,OVERHEAT
2109000,335,92.7,0,346.8,87.3,-41,1.68,2,2,1,0,2,OVERHEAT
2110000,258,83.2,0,335.6,87.7,-11.2,0.36,2,2,1,0,2,OVERHEAT
2111000,540,85.9,0,371,85.5,35.4,-2.18,2,2,1,0,2,OVERHEAT
2112000,384,80.6,0,381.4,86.4,10.4,0.92,2,2,1,0,2,OVERHEAT
2113000,318,91.6,0,367,86.8,-14.4,0.4,2,2,1,0,2,OVERHEAT
2114000,310,89.8,0,362,86.2,-5,-0.58,2,2,1,0,2,OVERHEAT
2115000,145,78,0,339.4,85.2,-22.6,-1.04,2,2,1,0,2,OVERHEAT
2116000,410,79.4,0,313.4,83.9,-26,-1.3,2,2,1,0,2,OVERHEAT
2117000,297,82.7,0,296,84.3,-17.4,0.42,2,2,1,0,2,OVERHEAT
2118000,237,76.3,0,279.8,81.2,-16.2,-3.06,2,2,1,0,2,OVERHEAT
2119000,388,85.8,0,295.4,80.4,15.6,-0.8,2,2,1,0,2,OVERHEAT
2120000,287,85.4,0,323.8,81.9,28.4,1.48,2,2,1,0,2,OVERHEAT
2121000,406,80.3,0,323,82.1,-0.8,0.18,2,2,1,0,2,OVERHEAT
2122000,369,101.8,0,337.4,85.9,14.4,3.82,2,2,1,0,2,OVERHEAT
2123000,172,82.4,0,324.4,87.1,-13,1.22,2,2,1,0,2,OVERHEAT
2124000,399,84.4,0,326.6,86.9,2.2,-0.28,2,2,1,0,2,OVERHEAT
2125000,361,76,0,341.4,85,14.8,-1.88,2,2,1,0,2,OVERHEAT
2126000,294,92.9,0,319,87.5,-22.4,2.52,2,2,1,0,2,OVERHEAT
2127000,277,86.7,0,300.6,84.5,-18.4,-3.02,2,2,1,0,2,OVERHEAT
2128000,221,87.2,0,310.4,85.4,9.8,0.96,2,2,1,0,2,OVERHEAT
2129000,266,95.4,0,283.8,87.6,-26.6,2.2,2,2,1,0,2,OVERHEAT
2130000,157,76,0,243,87.6,-40.8,0,2,2,1,0,2,OVERHEAT
2131000,347,83.4,0,253.6,85.7,10.6,-1.9,2,2,1,0,2,OVERHEAT
2132000,233,82.1,0,244.8,84.8,-8.8,-0.92,2,2,1,0,2,OVERHEAT
2133000,446,87.9,0,289.8,85,45,0.14,2,2,1,0,2,OVERHEAT
2134000,281,87.8,0,292.8,83.4,3,-1.52,2,2,1,0,2,OVERHEAT
2135000,390,82.2,0,339.4,84.7,46.6,1.24,2,2,1,0,2,OVERHEAT
2136000,402,76,0,350.4,83.2,11,-1.48,2,2,1,0,2,OVERHEAT
2137000,383,81,0,380.4,83,30,-0.22,2,2,1,0,2,OVERHEAT
2138000,196,76,0,330.4,80.6,-50,-2.38,2,2,1,0,2,OVERHEAT
2139000,401,90.3,0,354.4,81.1,24,0.5,2,2,1,0,2,OVERHEAT
2140000,297,100.5,0,335.8,84.8,-18.6,3.66,2,2,1,0,2,OVERHEAT
2141000,405,77.9,0,336.4,85.1,0.6,0.38,2,2,1,0,2,OVERHEAT
2142000,418,86.2,0,343.4,86.2,7,1.04,2,2,1,0,2,OVERHEAT
2143000,353,86.2,0,374.8,88.2,31.4,2.04,2,2,1,0,2,OVERHEAT
2144000,344,84.6,0,363.4,87.1,-11.4,-1.14,2,2,1,0,2,OVERHEAT
2145000,349,77.6,0,373.8,82.5,10.4,-4.58,2,2,1,0,2,OVERHEAT
2146000,224,78.4,0,337.6,82.6,-36.2,0.1,2,2,1,0,2,OVERHEAT
2147000,337,84.3,0,321.4,82.2,-16.2,-0.38,2,2,1,0,2,OVERHEAT
2148000,372,76,0,325.2,80.2,3.8,-2.04,2,2,1,0,2,OVERHEAT
2149000,483,81,0,353,79.5,27.8,-0.72,2,2,1,0,2,OVERHEAT
2150000,356,82.2,0,354.4,80.4,1.4,0.92,2,2,1,0,2,OVERHEAT
2151000,403,91.7,0,390.2,83,35.8,2.66,2,2,1,0,2,OVERHEAT
2152000,306,91,0,384,84.4,-6.2,1.34,2,2,1,0,2,OVERHEAT
2153000,397,87.8,0,389,86.7,5,2.36,2,2,1,0,2,OVERHEAT
2154000,331,87.6,0,358.6,88.1,-30.4,1.32,2,2,1,0,2,OVERHEAT
2155000,340,100.4,0,355.4,91.7,-3.2,3.64,3,2,1,0,2,OVERHEAT
2156000,264,93.5,0,327.6,92.1,-27.8,0.36,3,3,1,1,2,OVERHEAT
2157000,238,82.7,0,314,90.4,-13.6,-1.66,3,3,1,1,2,OVERHEAT
2158000,502,97.7,0,335,92.4,21,1.98,3,3,1,1,2,OVERHEAT
2159000,448,79.5,0,358.4,90.8,23.4,-1.62,3,3,1,1,2,OVERHEAT
2160000,323,89.3,0,355,88.5,-3.4,-2.22,2,3,1,1,2,OVERHEAT
2161000,481,91.3,0,398.4,88.1,43.4,-0.44,2,2,1,0,2,OVERHEAT
2162000,391,82.3,0,429,88,30.6,-0.08,2,2,1,0,2,OVERHEAT
2163000,211,86.7,0,370.8,85.8,-58.2,-2.2,2,2,1,0,2,OVERHEAT
2164000,430,86.8,0,367.2,87.3,-3.6,1.46,2,2,1,0,2,OVERHEAT
2165000,245,78.5,0,351.6,85.1,-15.6,-2.16,2,2,1,0,2,OVERHEAT
2166000,342,98.1,0,323.8,86.5,-27.8,1.36,2,2,1,0,2,OVERHEAT
2167000,235,94.2,0,292.6,88.9,-31.2,2.38,2,2,1,0,2,OVERHEAT
2168000,292,87.4,0,308.8,89,16.2,0.14,2,2,1,0,2,OVERHEAT
2169000,411,92.6,0,305,90.2,-3.8,1.16,3,2,1,0,2,OVERHEAT
2170000,401,96.2,0,336.2,93.7,31.2,3.54,3,3,1,1,2,OVERHEAT
2171000,294,92.7,0,326.6,92.6,-9.6,-1.08,3,3,1,1,2,OVERHEAT
2172000,366,95.1,0,352.8,92.8,26.2,0.18,3,3,1,1,2,OVERHEAT
2173000,252,92.5,0,344.8,93.8,-8,1.02,3,3,1,1,2,OVERHEAT
2174000,492,97.9,0,361,94.9,16.2,1.06,3,3,1,1,2,OVERHEAT
2175000,251,90,0,331,93.6,-30,-1.24,3,3,1,1,2,OVERHEAT
2176000,393,83.2,0,350.8,91.7,19.8,-1.9,3,3,1,1,2,OVERHEAT
2177000,272,83.3,0,332,89.4,-18.8,-2.36,2,3,1,1,2,OVERHEAT
2178000,345,79.1,0,350.6,86.7,18.6,-2.68,2,2,1,0,2,OVERHEAT
2179000,234,86.5,0,299,84.4,-51.6,-2.28,2,2,1,0,2,OVERHEAT
2180000,460,84.1,0,340.8,83.2,41.8,-1.18,2,2,1,0,2,OVERHEAT
2181000,397,91.8,0,341.6,85,0.8,1.72,2,2,1,0,2,OVERHEAT
2182000,347,87.1,0,356.6,85.7,15,0.76,2,2,1,0,2,OVERHEAT
2183000,358,82.1,0,359.2,86.3,2.6,0.6,2,2,1,0,2,OVERHEAT
2184000,376,76.2,0,387.6,84.3,28.4,-2.06,2,2,1,0,2,OVERHEAT
2185000,186,100.3,0,332.8,87.5,-54.8,3.24,2,2,1,0,2,OVERHEAT
2186000,456,80.7,0,344.6,85.3,11.8,-2.22,2,2,1,0,2,OVERHEAT
2187000,266,91.8,0,328.4,86.2,-16.2,0.94,2,2,1,0,2,OVERHEAT
2188000,353,99.4,0,327.4,89.7,-1,3.46,2,2,1,0,2,OVERHEAT
2189000,343,88.6,0,320.8,92.2,-6.6,2.48,3,2,1,0,2,OVERHEAT
2190000,310,90.5,0,345.6,90.2,24.8,-1.96,3,3,1,1,2,OVERHEAT
2191000,447,86.7,0,343.8,91.4,-1.8,1.2,3,3,1,1,2,OVERHEAT
2192000,301,84.4,0,350.8,89.9,7,-1.48,2,3,1,1,2,OVERHEAT
2193000,334,88.5,0,347,87.7,-3.8,-2.18,2,2,1,0,2,OVERHEAT
2194000,438,84.9,0,366,87,19,-0.74,2,2,1,0,2,OVERHEAT
2195000,318,90,0,367.6,86.9,1.6,-0.1,2,2,1,0,2,OVERHEAT
2196000,252,93.2,0,328.6,88.2,-39,1.3,2,2,1,0,2,OVERHEAT
2197000,335,91.3,0,335.4,89.6,6.8,1.38,2,2,1,0,2,OVERHEAT
2198000,493,94.9,0,367.2,90.9,31.8,1.28,3,2,1,0,2,OVERHEAT
2199000,336,86.6,0,346.8,91.2,-20.4,0.34,3,3,1,1,2,OVERHEAT
2200000,275,88.3,0,338.2,90.9,-8.6,-0.34,3,3,1,1,2,OVERHEAT
2201000,341,93.8,0,356,91,17.8,0.12,3,3,1,1,2,OVERHEAT
2202000,229,83.4,0,334.8,89.4,-21.2,-1.58,2,3,1,1,2,OVERHEAT
2203000,485,76.9,0,333.2,85.8,-1.6,-3.6,2,2,1,0,2,OVERHEAT
2204000,287,89,0,323.4,86.3,-9.8,0.48,2,2,1,0,2,OVERHEAT
2205000,340,89.8,0,336.4,86.6,13,0.3,2,2,1,0,2,OVERHEAT
2206000,377,86.7,0,343.6,85.2,7.2,-1.42,2,2,1,0,2,OVERHEAT
2207000,395,92,0,376.8,86.9,33.2,1.72,2,2,1,0,2,OVERHEAT
2208000,344,84.5,0,348.6,88.4,-28.2,1.52,2,2,1,0,2,OVERHEAT
2209000,272,86.9,0,345.6,88,-3,-0.42,2,2,1,0,2,OVERHEAT
2210000,432,86.6,0,364,87.3,18.4,-0.64,2,2,1,0,2,OVERHEAT
2211000,158,95.7,0,320.2,89.1,-43.8,1.8,2,2,1,0,2,OVERHEAT
2212000,271,91.1,0,295.4,89,-24.8,-0.18,2,2,1,0,2,OVERHEAT
2213000,450,89.3,0,316.6,89.9,21.2,0.96,2,2,1,0,2,OVERHEAT
2214000,358,82.1,0,333.8,89,17.2,-0.96,2,2,1,0,2,OVERHEAT
2215000,429,84.8,0,333.2,88.6,-0.6,-0.36,2,2,1,0,2,OVERHEAT
2216000,313,99,0,364.2,89.3,31,0.66,2,2,1,0,2,OVERHEAT
2217000,364,85,0,382.8,88,18.6,-1.22,2,2,1,0,2,OVERHEAT
2218000,270,76,0,346.8,85.4,-36,-2.66,2,2,1,0,2,OVERHEAT
2219000,265,81.3,0,328.2,85.2,-18.6,-0.16,2,2,1,0,2,OVERHEAT
2220000,307,91.9,0,303.8,86.6,-24.4,1.42,2,2,1,0,2,OVERHEAT
2221000,323,93.5,0,305.8,85.5,2,-1.1,2,2,1,0,2,OVERHEAT
2222000,248,97.2,0,282.6,88,-23.2,2.44,2,2,1,0,2,OVERHEAT
2223000,475,86.2,0,323.6,90,41,2.04,3,2,1,0,2,OVERHEAT
2224000,318,82.8,0,334.2,90.3,10.6,0.3,3,3,1,1,2,OVERHEAT
2225000,399,76,0,352.6,87.1,18.4,-3.18,2,3,1,1,2,OVERHEAT
2226000,226,76,0,333.2,83.6,-19.4,-3.5,2,2,1,0,2,OVERHEAT
2227000,536,92,0,390.8,82.6,57.6,-1.04,2,2,1,0,2,OVERHEAT
2228000,201,94.3,0,336,84.2,-54.8,1.62,2,2,1,0,2,OVERHEAT
2229000,315,92.7,0,335.4,86.2,-0.6,1.98,2,2,1,0,2,OVERHEAT
2230000,432,78.8,0,342,86.8,6.6,0.56,2,2,1,0,2,OVERHEAT
2231000,369,92.3,0,370.6,90,28.6,3.26,3,2,1,0,2,OVERHEAT
2232000,372,78.4,0,337.8,87.3,-32.8,-2.72,2,2,1,0,2,OVERHEAT
2233000,236,78.3,0,344.8,84.1,7,-3.2,2,2,1,0,2,OVERHEAT
2234000,277,93.9,0,337.2,84.3,-7.6,0.24,2,2,1,0,2,OVERHEAT
2235000,303,93.8,0,311.4,87.3,-25.8,3,2,2,1,0,2,OVERHEAT
2236000,294,99.8,0,296.4,88.8,-15,1.5,2,2,1,0,2,OVERHEAT
2237000,145,83.8,0,251,89.9,-45.4,1.08,2,2,1,0,2,OVERHEAT
2238000,404,87.9,0,284.6,91.8,33.6,1.92,3,2,1,0,2,OVERHEAT
2239000,229,83.1,0,275,89.7,-9.6,-2.16,2,2,1,0,2,OVERHEAT
2240000,307,95.7,0,275.8,90.1,0.8,0.38,3,3,1,1,2,OVERHEAT
2241000,399,77.9,0,296.8,85.7,21,-4.38,2,2,1,0,2,OVERHEAT
2242000,415,93.7,0,350.8,87.7,54,1.98,2,2,1,0,2,OVERHEAT
2243000,406,90,0,351.2,88.1,0.4,0.42,2,2,1,0,2,OVERHEAT
2244000,252,76,0,355.8,86.7,4.6,-1.42,2,2,1,0,2,OVERHEAT
2245000,224,84.2,0,339.2,84.4,-16.6,-2.3,2,2,1,0,2,OVERHEAT
2246000,161,90.8,0,291.6,86.9,-47.6,2.58,2,2,1,0,2,OVERHEAT
2247000,283,104.2,0,265.2,89,-26.4,2.1,2,2,1,0,2,OVERHEAT
2248000,212,87.6,0,226.4,88.6,-38.8,-0.48,2,2,1,0,2,OVERHEAT
2249000,292,83.9,0,234.4,90.1,8,1.58,3,2,1,0,2,OVERHEAT
2250000,403,92.1,0,270.2,91.7,35.8,1.58,3,3,1,1,2,OVERHEAT
2251000,405,94.1,0,319,92.4,48.8,0.66,3,3,1,1,2,OVERHEAT
2252000,289,84.2,0,320.2,88.4,1.2,-4,2,3,1,1,2,OVERHEAT
2253000,287,85.3,0,335.2,87.9,15,-0.46,2,2,1,0,2,OVERHEAT
2254000,282,89.7,0,333.2,89.1,-2,1.16,2,2,1,0,2,OVERHEAT
2255000,295,91.1,0,311.6,88.9,-21.6,-0.2,2,2,1,0,2,OVERHEAT
2256000,274,94.4,0,285.4,88.9,-26.2,0.06,2,2,1,0,2,OVERHEAT
2257000,227,108.6,0,273,93.8,-12.4,4.88,3,2,1,0,2,OVERHEAT
2258000,159,98.2,0,247.4,96.4,-25.6,2.58,3,3,1,1,2,OVERHEAT
2259000,405,92.7,0,272,97,24.6,0.6,3,3,1,1,2,OVERHEAT
2260000,312,92,0,275.4,97.2,3.4,0.18,3,3,1,1,2,OVERHEAT
2261000,428,91.9,0,306.2,96.7,30.8,-0.5,3,3,1,1,2,OVERHEAT
2262000,423,93.7,0,345.4,93.7,39.2,-2.98,3,3,1,1,2,OVERHEAT
2263000,305,94.8,0,374.6,93,29.2,-0.68,3,3,1,1,2,OVERHEAT
2264000,497,86.1,0,393,91.7,18.4,-1.32,3,3,1,1,2,OVERHEAT
2265000,385,94.8,0,407.6,92.3,14.6,0.56,3,3,1,1,2,OVERHEAT
2266000,223,93.2,0,366.6,92.5,-41,0.26,3,3,1,1,2,OVERHEAT
2267000,282,90,0,338.4,91.8,-28.2,-0.74,3,3,1,1,2,OVERHEAT
2268000,381,96.4,0,353.6,92.1,15.2,0.32,3,3,1,1,2,OVERHEAT
2269000,284,90.9,0,311,93.1,-42.6,0.96,3,3,1,1,2,OVERHEAT
2270000,284,82.6,0,290.8,90.6,-20.2,-2.44,3,3,1,1,2,OVERHEAT
2271000,343,84.5,0,314.8,88.9,24,-1.74,2,3,1,1,2,OVERHEAT
2272000,407,93.4,0,339.8,89.6,25,0.68,2,2,1,0,2,OVERHEAT
2273000,331,94.6,0,329.8,89.2,-10,-0.36,2,2,1,0,2,OVERHEAT
2274000,97,102.7,0,292.4,91.6,-37.4,2.36,3,2,1,0,2,OVERHEAT
2275000,399,96.8,0,315.4,94.4,23,2.84,3,3,1,1,2,OVERHEAT
2276000,444,92.2,0,335.6,95.9,20.2,1.54,3,3,1,1,2,OVERHEAT
2277000,364,92.7,0,327,95.8,-8.6,-0.14,3,3,1,1,2,OVERHEAT
2278000,344,97.3,0,329.6,96.3,2.6,0.54,3,3,1,1,2,OVERHEAT
2279000,359,99,0,382,95.6,52.4,-0.74,3,3,1,1,2,OVERHEAT
2280000,253,87.5,0,352.8,93.7,-29.2,-1.86,3,3,1,1,2,OVERHEAT
2281000,339,87.9,0,331.8,92.9,-21,-0.86,3,3,1,1,2,OVERHEAT
2282000,362,89.6,0,331.4,92.3,-0.4,-0.62,3,3,1,1,2,OVERHEAT
2283000,220,87.4,0,306.6,90.3,-24.8,-1.98,3,3,1,1,2,OVERHEAT
2284000,295,89.6,0,293.8,88.4,-12.8,-1.88,2,3,1,1,2,OVERHEAT
2285000,414,102.7,0,326,91.4,32.2,3.04,3,3,1,1,2,OVERHEAT
2286000,281,89.4,0,314.4,91.7,-11.6,0.3,3,3,1,1,2,OVERHEAT
2287000,338,94.7,0,309.6,92.8,-4.8,1.02,3,3,1,1,2,OVERHEAT
2288000,231,85.3,0,311.8,92.3,2.2,-0.42,3,3,1,1,2,OVERHEAT
2289000,218,82.4,0,296.4,90.9,-15.4,-1.44,3,3,1,1,2,OVERHEAT
2290000,404,97.2,0,294.4,89.8,-2,-1.1,2,3,1,1,2,OVERHEAT
2291000,162,85.2,0,270.6,89,-23.8,-0.84,2,2,1,0,2,OVERHEAT
2292000,257,97.3,0,254.4,89.5,-16.2,0.52,2,2,1,0,2,OVERHEAT
2293000,236,99.5,0,255.4,92.3,1,2.84,3,2,1,0,2,OVERHEAT
2294000,313,96.4,0,274.4,95.1,19,2.8,3,3,1,1,2,OVERHEAT
2295000,357,82.7,0,265,92.2,-9.4,-2.9,3,3,1,1,2,OVERHEAT
2296000,276,100.8,0,287.8,95.3,22.8,3.12,3,3,1,1,2,OVERHEAT
2297000,384,95,0,313.2,94.9,25.4,-0.46,3,3,1,1,2,OVERHEAT
2298000,162,95.7,0,298.4,94.1,-14.8,-0.76,3,3,1,1,2,OVERHEAT
2299000,304,87,0,296.6,92.2,-1.8,-1.88,3,3,1,1,2,OVERHEAT
2300000,238,87.6,0,272.8,93.2,-23.8,0.98,3,3,1,1,2,OVERHEAT
2301000,288,100,0,275.2,93.1,2.4,-0.16,3,3,1,1,2,OVERHEAT
2302000,240,102.8,0,246.4,94.6,-28.8,1.56,3,3,1,1,2,OVERHEAT
2303000,283,85.5,0,270.6,92.6,24.2,-2.04,3,3,1,1,2,OVERHEAT
2304000,239,94.8,0,257.6,94.1,-13,1.56,3,3,1,1,2,OVERHEAT
2305000,322,94.4,0,274.4,95.5,16.8,1.36,3,3,1,1,2,OVERHEAT
2306000,306,96.3,0,278,94.8,3.6,-0.74,3,3,1,1,2,OVERHEAT
2307000,368,90.7,0,303.6,92.3,25.6,-2.42,3,3,1,1,2,OVERHEAT
2308000,257,103.9,0,298.4,96,-5.2,3.68,3,3,1,1,2,OVERHEAT
2309000,333,93.5,0,317.2,95.8,18.8,-0.26,3,3,1,1,2,OVERHEAT
2310000,258,82.7,0,304.4,93.4,-12.8,-2.34,3,3,1,1,2,OVERHEAT
2311000,321,93.5,0,307.4,92.9,3,-0.56,3,3,1,1,2,OVERHEAT
2312000,362,97.4,0,306.2,94.2,-1.2,1.34,3,3,1,1,2,OVERHEAT
2313000,485,91.2,0,351.8,91.7,45.6,-2.54,3,3,1,1,2,OVERHEAT
2314000,399,86.9,0,365,90.3,13.2,-1.32,3,3,1,1,2,OVERHEAT
2315000,317,96.3,0,376.8,93.1,11.8,2.72,3,3,1,1,2,OVERHEAT
2316000,540,92.3,0,420.6,92.8,43.8,-0.24,3,3,1,1,2,OVERHEAT
2317000,260,85.9,0,400.2,90.5,-20.4,-2.3,3,3,1,1,2,OVERHEAT
2318000,428,88,0,388.8,89.9,-11.4,-0.64,2,3,1,1,2,OVERHEAT
2319000,198,94.7,0,348.6,91.4,-40.2,1.56,3,3,1,1,2,OVERHEAT
2320000,267,88.4,0,338.6,89.9,-10,-1.58,2,2,1,0,2,OVERHEAT
2321000,213,89.4,0,273.2,89.3,-65.4,-0.58,2,2,1,0,2,OVERHEAT
2322000,156,98.8,0,252.4,91.9,-20.8,2.58,3,2,1,0,2,OVERHEAT
2323000,241,98.3,0,215,93.9,-37.4,2.06,3,3,1,1,2,OVERHEAT
2324000,361,95.8,0,247.6,94.1,32.6,0.22,3,3,1,1,2,OVERHEAT
2325000,297,105.9,0,253.6,97.6,6,3.5,3,3,1,1,2,OVERHEAT
2326000,262,86.9,0,263.4,97.1,9.8,-0.5,3,3,1,1,2,OVERHEAT
2327000,192,106.9,0,270.6,98.8,7.2,1.62,3,3,1,1,2,OVERHEAT
2328000,266,92.9,0,275.6,97.7,5,-1.08,3,3,1,1,2,OVERHEAT
2329000,443,101.6,0,292,98.8,16.4,1.16,3,3,1,1,2,OVERHEAT
2330000,236,84.9,0,279.8,94.6,-12.2,-4.2,3,3,1,1,2,OVERHEAT
2331000,521,106.5,0,331.6,98.6,51.8,3.92,3,3,1,1,2,OVERHEAT
2332000,281,100.3,0,349.4,97.2,17.8,-1.32,3,3,1,1,2,OVERHEAT
2333000,460,92.5,0,388.2,97.2,38.8,-0.08,3,3,1,1,2,OVERHEAT
2334000,366,83.7,0,372.8,93.6,-15.4,-3.58,3,3,1,1,2,OVERHEAT
2335000,238,85.1,0,373.2,93.6,0.4,0.04,3,3,1,1,2,OVERHEAT
2336000,294,85.3,0,327.8,89.4,-45.4,-4.24,2,3,1,1,2,OVERHEAT
2337000,385,95.6,0,348.6,88.4,20.8,-0.94,2,2,1,0,2,OVERHEAT
2338000,346,101.2,0,325.8,90.2,-22.8,1.74,3,2,1,0,2,OVERHEAT
2339000,372,88.1,0,327,91.1,1.2,0.88,3,3,1,1,2,OVERHEAT
2340000,326,97.6,0,344.6,93.6,17.6,2.5,3,3,1,1,2,OVERHEAT
2341000,372,97,0,360.2,95.9,15.6,2.34,3,3,1,1,2,OVERHEAT
2342000,330,94,0,349.2,95.6,-11,-0.32,3,3,1,1,2,OVERHEAT
2343000,396,97.8,0,359.2,94.9,10,-0.68,3,3,1,1,2,OVERHEAT
2344000,354,81.1,0,355.6,93.5,-3.6,-1.4,3,3,1,1,2,OVERHEAT
2345000,331,96.6,0,356.6,93.3,1,-0.2,3,3,1,1,2,OVERHEAT
2346000,360,85.9,0,354.2,91.1,-2.4,-2.22,3,3,1,1,2,OVERHEAT
2347000,299,92.4,0,348,90.8,-6.2,-0.32,3,3,1,1,2,OVERHEAT
2348000,354,101.5,0,339.6,91.5,-8.4,0.74,3,3,1,1,2,OVERHEAT
2349000,396,83.5,0,348,92,8.4,0.48,3,3,1,1,2,OVERHEAT
2350000,370,91.7,0,355.8,91,7.8,-0.98,3,3,1,1,2,OVERHEAT
2351000,365,85.4,0,356.8,90.9,1,-0.1,3,3,1,1,2,OVERHEAT
2352000,338,92.2,0,364.6,90.9,7.8,-0.04,3,3,1,1,2,OVERHEAT
2353000,234,78.4,0,340.6,86.2,-24,-4.62,2,3,1,1,2,OVERHEAT
2354000,229,96.9,0,307.2,88.9,-33.4,2.68,2,2,1,0,2,OVERHEAT
2355000,205,95.8,0,274.2,89.7,-33,0.82,2,2,1,0,2,OVERHEAT
2356000,192,102.9,0,239.6,93.2,-34.6,3.5,3,2,1,0,2,OVERHEAT
2357000,354,85.9,0,242.8,92,3.2,-1.26,3,3,1,1,2,OVERHEAT
2358000,237,88.1,0,243.4,93.9,0.6,1.94,3,3,1,1,2,OVERHEAT
2359000,415,81.2,0,280.6,90.8,37.2,-3.14,3,3,1,1,2,OVERHEAT
2360000,287,80.7,0,297,87.8,16.4,-3.02,2,3,1,1,2,OVERHEAT
2361000,442,97.3,0,347,86.6,50,-1.12,2,2,1,0,2,OVERHEAT
2362000,255,92.2,0,327.2,87.9,-19.8,1.26,2,2,1,0,2,OVERHEAT
2363000,306,95.5,0,341,89.4,13.8,1.48,2,2,1,0,2,OVERHEAT
2364000,256,96,0,309.2,92.3,-31.8,2.96,3,2,1,0,2,OVERHEAT
2365000,258,91.4,0,303.4,94.5,-5.8,2.14,3,3,1,1,2,OVERHEAT
2366000,273,99,0,269.6,94.8,-33.8,0.34,3,3,1,1,2,OVERHEAT
2367000,349,81.1,0,288.4,92.6,18.8,-2.22,3,3,1,1,2,OVERHEAT
2368000,324,89.9,0,292,91.5,3.6,-1.12,3,3,1,1,2,OVERHEAT
2369000,379,95.1,0,316.6,91.3,24.6,-0.18,3,3,1,1,2,OVERHEAT
2370000,261,91.2,0,317.2,91.3,0.6,-0.04,3,3,1,1,2,OVERHEAT
2371000,273,100.1,0,317.2,91.5,0,0.22,3,3,1,1,2,OVERHEAT
2372000,273,88,0,302,92.9,-15.2,1.38,3,3,1,1,2,OVERHEAT
2373000,353,101.5,0,307.8,95.2,5.8,2.32,3,3,1,1,2,OVERHEAT
2374000,411,84.4,0,314.2,93,6.4,-2.14,3,3,1,1,2,OVERHEAT
2375000,381,96.7,0,338.2,94.1,24,1.1,3,3,1,1,2,OVERHEAT
2376000,503,95.6,0,384.2,93.2,46,-0.9,3,3,1,1,2,OVERHEAT
2377000,370,96.2,0,403.6,94.9,19.4,1.64,3,3,1,1,2,OVERHEAT
2378000,282,90.4,0,389.4,92.7,-14.2,-2.22,3,3,1,1,2,OVERHEAT
2379000,113,88.6,0,329.8,93.5,-59.6,0.84,3,3,1,1,2,OVERHEAT
2380000,283,87.1,0,310.2,91.6,-19.6,-1.92,3,3,1,1,2,OVERHEAT
2381000,332,84,0,276,89.3,-34.2,-2.32,2,3,1,1,2,OVERHEAT
2382000,258,87.2,0,253.6,87.5,-22.4,-1.8,2,2,1,0,2,OVERHEAT
2383000,289,95.2,0,255,88.4,1.4,0.96,2,2,1,0,2,OVERHEAT
2384000,302,87.7,0,292.8,88.2,37.8,-0.18,2,2,1,0,2,OVERHEAT
2385000,280,86.2,0,292.2,88.1,-0.6,-0.18,2,2,1,0,2,OVERHEAT
2386000,361,83.5,0,298,88,5.8,-0.1,2,2,1,0,2,OVERHEAT
2387000,283,93.4,0,303,89.2,5,1.24,2,2,1,0,2,OVERHEAT
2388000,380,90.1,0,321.2,88.2,18.2,-1.02,2,2,1,0,2,OVERHEAT
2389000,329,86.2,0,326.6,87.9,5.4,-0.3,2,2,1,0,2,OVERHEAT
2390000,332,89.4,0,337,88.5,10.4,0.64,2,2,1,0,2,OVERHEAT
2391000,295,96.9,0,323.8,91.2,-13.2,2.68,3,2,1,0,2,OVERHEAT
2392000,342,98.5,0,335.6,92.2,11.8,1.02,3,3,1,1,2,OVERHEAT
2393000,298,92.4,0,319.2,92.7,-16.4,0.46,3,3,1,1,2,OVERHEAT
2394000,263,99.1,0,306,95.3,-13.2,2.58,3,3,1,1,2,OVERHEAT
2395000,500,96.7,0,339.6,96.7,33.6,1.46,3,3,1,1,2,OVERHEAT
2396000,417,95,0,364,96.3,24.4,-0.38,3,3,1,1,2,OVERHEAT
2397000,259,86.1,0,347.4,93.9,-16.6,-2.48,3,3,1,1,2,OVERHEAT
2398000,50,90.4,0,297.8,93.5,-49.6,-0.4,3,3,1,1,2,OVERHEAT
2399000,369,91.9,0,319,92,21.2,-1.44,3,3,1,1,2,OVERHEAT
2400000,286,89.6,0,276.2,90.6,-42.8,-1.42,3,3,1,1,2,OVERHEAT
2401000,337,99.2,0,260.2,91.4,-16,0.84,3,3,1,1,2,OVERHEAT
2402000,134,104.3,0,235.2,95.1,-25,3.64,3,3,1,1,2,OVERHEAT
2403000,252,78.5,0,275.6,92.7,40.4,-2.38,3,3,1,1,2,OVERHEAT
2404000,259,96.6,0,253.6,93.6,-22,0.94,3,3,1,1,2,OVERHEAT
2405000,154,91.7,0,227.2,94.1,-26.4,0.42,3,3,1,1,2,OVERHEAT
2406000,281,80.6,0,216,90.3,-11.2,-3.72,3,3,1,1,2,OVERHEAT
2407000,318,88.9,0,252.8,87.3,36.8,-3.08,2,3,1,1,2,OVERHEAT
2408000,216,77.8,0,245.6,87.1,-7.2,-0.14,2,2,1,0,2,OVERHEAT
2409000,461,89,0,286,85.6,40.4,-1.52,2,2,1,0,2,OVERHEAT
